,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
19722,35, Local-gov,190964, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19723,19, Private,109005, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
19724,52, Private,404453, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
19725,38, Self-emp-not-inc,280169, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
19726,39, Self-emp-not-inc,163204, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19727,33, Self-emp-not-inc,192256, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19728,52, Private,181755, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19729,41, Private,183105, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,44, Cuba, <=50K
19730,37, Private,335168, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
19731,38, Local-gov,86643, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
19732,27, Private,180262, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19733,38, Private,127865, Masters,14.0, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19734,38, Self-emp-not-inc,146042, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3103,0,60, United-States, >50K
19735,49, Self-emp-not-inc,102110, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
19737,22, Private,202745, HS-grad,9.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,55, United-States, <=50K
19738,40, Federal-gov,199303, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19739,20, Private,266467, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19740,34, Federal-gov,345259, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, <=50K
19741,24, Private,204935, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,56, United-States, <=50K
19742,58, Federal-gov,244830, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Male,4787,0,40, United-States, >50K
19743,24, Private,190457, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19744,43, Private,180138, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
19745,38, Private,166585, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
19746,42, Private,29962, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19747,27, Private,191129, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19748,18, Private,378707, 10th,6.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
19749,37, Private,116358, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,27828,0,48, United-States, >50K
19750,48, Private,240629, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
19751,40, Private,233320, 7th-8th,4.0, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
19752,50, Self-emp-inc,302708, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7688,0,50, Japan, >50K
19753,57, Private,29375, HS-grad,9.0, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
19754,36, Local-gov,137314, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
19755,41, Private,140886, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19756,90, Private,226968, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19757,66, Private,151793, 7th-8th,4.0, Widowed, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
19758,34, Self-emp-not-inc,56460, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,2179,12, United-States, <=50K
19759,23, Private,72887, HS-grad,9.0, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,1, Vietnam, <=50K
19760,35, Private,261646, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
19761,32, Private,178615, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
19762,33, Private,295589, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
19763,32, Self-emp-inc,377836, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19764,31, Private,56510, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19765,32, Self-emp-not-inc,337696, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
19766,40, Private,183765, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19767,27, Self-emp-not-inc,107846, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
19768,34, Local-gov,22641, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19769,35, Private,204590, Assoc-voc,11.0, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
19770,29, Private,114801, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19771,41, Private,190591, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
19772,33, State-gov,220066, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,48, United-States, >50K
19774,52, Private,128378, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19775,20, Private,157595, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19776,18, Local-gov,152171, 11th,7.0, Never-married, Protective-serv, Own-child, White, Male,0,0,10, United-States, <=50K
19778,49, Private,240841, 7th-8th,4.0, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19779,58, Private,94345, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19780,23, Self-emp-not-inc,289116, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
19781,59, Private,176647, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19782,49, Self-emp-not-inc,79627, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19783,23, Local-gov,210781, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
19785,20, Private,493443, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19786,36, Private,86459, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
19787,64, Private,312242, Some-college,10.0, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,3, United-States, <=50K
19788,34, Private,185408, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19789,63, Private,101077, Assoc-acdm,12.0, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
19790,51, Private,147200, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19791,40, State-gov,166327, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
19792,55, Private,178644, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
19794,30, Private,158420, Bachelors,13.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
19798,32, Self-emp-not-inc,37232, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States, >50K
19799,55, Private,141877, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19800,47, Local-gov,81654, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States, >50K
19801,50, Private,177705, Bachelors,13.0, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19802,42, Private,124792, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,45, United-States, >50K
19803,32, Self-emp-not-inc,129497, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
19804,60, Private,114413, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
19805,53, Private,189511, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19806,58, Private,111625, Bachelors,13.0, Widowed, Exec-managerial, Unmarried, White, Male,8614,0,40, United-States, >50K
19807,45, Private,246431, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
19808,31, Private,147654, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
19809,32, Self-emp-not-inc,443546, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19810,37, Private,281751, Some-college,10.0, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
19811,28, Private,263128, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
19812,26, Private,292692, 12th,8.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
19813,47, Self-emp-inc,96798, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
19814,34, Private,430554, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19815,42, Private,317078, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19816,48, Private,108557, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,99999,0,40, United-States, >50K
19817,32, Private,207400, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
19818,35, Private,187089, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,42, United-States, >50K
19819,46, Local-gov,398986, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,52, United-States, >50K
19820,38, Private,238980, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19822,35, Private,183800, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
19824,45, Private,287190, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
19825,31, Private,111363, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19826,52, Self-emp-inc,260938, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19827,20, Private,183594, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
19830,24, Private,172496, Masters,14.0, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
19831,29, Private,389713, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19832,23, Private,174413, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19833,34, State-gov,189843, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19834,54, Private,198546, Masters,14.0, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
19835,21, Private,82497, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
19836,23, Private,193090, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
19837,79, Private,172220, 7th-8th,4.0, Widowed, Priv-house-serv, Not-in-family, White, Female,2964,0,30, United-States, <=50K
19838,55, Private,208451, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19840,60, Private,163729, HS-grad,9.0, Divorced, Tech-support, Unmarried, White, Female,2597,0,40, United-States, <=50K
19841,37, Private,434097, Assoc-acdm,12.0, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19842,47, Private,192053, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,1590,40, United-States, <=50K
19843,20, State-gov,178628, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19844,53, Private,96827, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
19845,34, Private,154667, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
19846,43, Private,160246, Some-college,10.0, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
19847,24, Self-emp-not-inc,166036, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
19848,23, Private,186813, HS-grad,9.0, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19849,29, Private,162312, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19850,58, Private,183893, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
19852,40, Private,111829, Masters,14.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19853,43, Federal-gov,175669, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
19854,25, State-gov,104097, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19855,23, Local-gov,117618, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
19856,34, Self-emp-inc,202450, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19857,26, Private,109570, Some-college,10.0, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
19858,60, Private,101096, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, >50K
19859,39, Private,236391, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
19860,21, Private,136975, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19861,45, Private,167523, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2179,45, United-States, <=50K
19862,33, Private,240979, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19863,26, Private,248612, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
19864,39, Private,151023, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,114,0,45, United-States, <=50K
19865,29, Private,236436, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,40, United-States, >50K
19867,52, Private,61735, 11th,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19868,34, Private,243165, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
19869,24, Private,388885, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
19870,77, Self-emp-inc,84979, Doctorate,16.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,20051,0,40, United-States, >50K
19871,34, Self-emp-not-inc,87209, Masters,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
19872,53, Self-emp-not-inc,168539, 9th,5.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
19873,31, Private,179013, HS-grad,9.0, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19874,58, Private,196643, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
19875,50, Self-emp-not-inc,68898, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,7688,0,55, United-States, >50K
19876,32, Private,156464, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19877,57, Private,35884, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19878,32, Private,182714, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
19879,77, Private,344425, 9th,5.0, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,10, United-States, <=50K
19880,37, Self-emp-not-inc,177277, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19881,51, Private,70767, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
19882,33, Self-emp-not-inc,520078, Assoc-acdm,12.0, Divorced, Sales, Unmarried, Black, Male,0,0,60, United-States, <=50K
19883,53, Local-gov,321770, HS-grad,9.0, Married-spouse-absent, Transport-moving, Other-relative, White, Female,0,0,35, United-States, <=50K
19884,32, Private,158416, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
19885,30, Private,312667, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19886,19, Private,208656, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,594,0,20, United-States, <=50K
19887,33, Private,31481, Bachelors,13.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
19888,31, Private,259531, Assoc-voc,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19889,28, Private,186239, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
19890,19, Private,162954, 12th,8.0, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19891,27, Private,249315, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
19892,21, Private,308237, 5th-6th,3.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
19893,24, Private,103064, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19894,46, Private,185847, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
19895,31, Private,168521, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19896,60, Private,198170, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19897,21, Private,353628, 10th,6.0, Separated, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
19899,31, Private,272069, Assoc-voc,11.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19900,26, Private,22328, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19901,46, Private,309212, HS-grad,9.0, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
19902,25, Self-emp-inc,148888, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19903,23, Local-gov,324637, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
19904,53, Self-emp-inc,55139, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19906,29, Private,119004, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2179,40, United-States, <=50K
19907,45, Private,252079, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
19908,70, Private,315868, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19909,55, Self-emp-inc,392325, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
19910,40, State-gov,174283, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States, >50K
19911,17, Private,126832, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19912,18, Private,126071, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19913,34, Private,265706, Masters,14.0, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
19914,41, Private,282964, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19915,28, Private,328518, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19916,23, State-gov,283499, HS-grad,9.0, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
19917,32, Private,286675, Some-college,10.0, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
19918,56, Private,136472, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
19919,36, Private,132879, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
19920,26, Private,314798, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
19921,62, Private,143943, Bachelors,13.0, Widowed, Tech-support, Unmarried, White, Female,0,0,7, United-States, <=50K
19922,35, Private,134367, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19923,25, Local-gov,366796, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19924,28, Private,195573, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
19925,21, Private,33616, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
19926,31, Private,164190, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19927,23, Private,380281, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Male,0,0,25, Columbia, <=50K
19928,58, Self-emp-inc,190763, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19929,55, Local-gov,209535, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19930,54, Private,156003, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19931,33, Private,55699, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,3908,0,40, United-States, <=50K
19932,28, Private,183151, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688,0,40, United-States, >50K
19933,40, Private,198790, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
19934,33, Self-emp-not-inc,272359, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,7298,0,80, United-States, >50K
19935,27, Private,236481, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, India, <=50K
19936,55, Private,143266, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
19937,53, Private,192386, HS-grad,9.0, Separated, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
19938,23, Private,99543, 12th,8.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,46, United-States, <=50K
19939,66, Private,169435, HS-grad,9.0, Widowed, Craft-repair, Not-in-family, White, Male,0,0,16, United-States, <=50K
19940,34, Self-emp-not-inc,34572, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19941,39, Private,119272, 10th,6.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19942,21, Private,211601, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
19943,26, Private,154785, Some-college,10.0, Married-spouse-absent, Adm-clerical, Own-child, Other, Female,0,0,35, United-States, <=50K
19944,21, Private,213041, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K
19945,59, Private,229939, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19946,61, Private,175331, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19947,30, Private,226443, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
19948,22, Private,46561, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19949,47, Private,161311, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
19950,50, Private,98215, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19951,67, Private,118363, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,2206,5, United-States, <=50K
19952,59, Local-gov,181242, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19953,35, Private,356238, Assoc-acdm,12.0, Never-married, Other-service, Not-in-family, White, Female,0,0,80, United-States, >50K
19954,56, Self-emp-not-inc,39380, Some-college,10.0, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,27828,0,20, United-States, >50K
19956,34, Private,269723, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,2977,0,50, United-States, <=50K
19957,63, Private,34098, 10th,6.0, Widowed, Farming-fishing, Unmarried, White, Female,0,0,56, United-States, <=50K
19958,48, Private,50880, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
19959,41, Federal-gov,356934, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
19960,26, Private,276309, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
19961,47, Private,175925, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0,2179,52, United-States, <=50K
19962,29, Self-emp-not-inc,164607, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
